출하일자,품종대분류,품종소분류,신고소,출하량
20180101,감귤류,노지온주,제주공항,2.98
20180101,감귤류,노지온주,제주항,1029.07
20180101,감귤류,노지온주,서귀포항,1010.95
20180101,감귤류,노지온주,한림항,247.76
20180101,감귤류,노지온주,애월항,290.13
20180101,감귤류,노지온주,성산항,555.21
20180102,감귤류,노지온주,제주공항,86.8
20180102,감귤류,노지온주,제주항,925.84
20180102,감귤류,노지온주,서귀포항,1015.79
20180102,감귤류,노지온주,한림항,213.38
20180102,감귤류,노지온주,애월항,49.47
20180102,감귤류,노지온주,성산항,477.91
20180103,감귤류,노지온주,제주공항,15
20180103,감귤류,노지온주,제주항,920.66
20180103,감귤류,노지온주,서귀포항,1280.07
20180103,감귤류,노지온주,한림항,258.65
20180103,감귤류,노지온주,애월항,135.48
20180103,감귤류,노지온주,성산항,499.95
20180104,감귤류,노지온주,제주공항,19.01
20180104,감귤류,노지온주,제주항,1103.82
20180104,감귤류,노지온주,서귀포항,1222.97
20180104,감귤류,노지온주,한림항,220.66
20180104,감귤류,노지온주,애월항,109.22
20180104,감귤류,노지온주,성산항,450.71
20180105,감귤류,노지온주,제주공항,36.03
20180105,감귤류,노지온주,제주항,651.65
20180105,감귤류,노지온주,서귀포항,168.36
20180105,감귤류,노지온주,한림항,0
20180105,감귤류,노지온주,애월항,0
20180105,감귤류,노지온주,성산항,0
20180106,감귤류,노지온주,제주공항,11.79
20180106,감귤류,노지온주,제주항,814.46
20180106,감귤류,노지온주,서귀포항,1293.23
20180106,감귤류,노지온주,한림항,290.47
20180106,감귤류,노지온주,애월항,205.6
20180106,감귤류,노지온주,성산항,543.07
20180107,감귤류,노지온주,제주공항,10.95
20180107,감귤류,노지온주,제주항,971.93
20180107,감귤류,노지온주,서귀포항,972.35
20180107,감귤류,노지온주,한림항,219.3
20180107,감귤류,노지온주,애월항,207.75
20180107,감귤류,노지온주,성산항,403.41
20180108,감귤류,노지온주,제주공항,20.87
20180108,감귤류,노지온주,제주항,742.34
20180108,감귤류,노지온주,서귀포항,992.97
20180108,감귤류,노지온주,한림항,207.63
20180108,감귤류,노지온주,애월항,189.76
20180108,감귤류,노지온주,성산항,402.28
20180109,감귤류,노지온주,제주공항,30.64
20180109,감귤류,노지온주,제주항,516.36
20180109,감귤류,노지온주,서귀포항,966.06
20180109,감귤류,노지온주,한림항,239.55
20180109,감귤류,노지온주,애월항,189.74
20180109,감귤류,노지온주,성산항,412.42
20180110,감귤류,노지온주,제주공항,12.06
20180110,감귤류,노지온주,제주항,310.6
20180110,감귤류,노지온주,서귀포항,1052.1
20180110,감귤류,노지온주,한림항,174.39
20180110,감귤류,노지온주,애월항,139.19
20180110,감귤류,노지온주,성산항,349.81
20180111,감귤류,노지온주,제주공항,1.5
20180111,감귤류,노지온주,제주항,562.63
20180111,감귤류,노지온주,서귀포항,844.88
20180111,감귤류,노지온주,한림항,121.2
20180111,감귤류,노지온주,애월항,140.52
20180111,감귤류,노지온주,성산항,325.36
20180112,감귤류,노지온주,제주공항,15.07
20180112,감귤류,노지온주,제주항,482.93
20180112,감귤류,노지온주,서귀포항,153.49
20180112,감귤류,노지온주,한림항,0
20180112,감귤류,노지온주,애월항,0
20180112,감귤류,노지온주,성산항,0
20180113,감귤류,노지온주,제주공항,8.46
20180113,감귤류,노지온주,제주항,562.99
20180113,감귤류,노지온주,서귀포항,954.29
20180113,감귤류,노지온주,한림항,209.65
20180113,감귤류,노지온주,애월항,53.06
20180113,감귤류,노지온주,성산항,366.08
20180114,감귤류,노지온주,제주공항,13.67
20180114,감귤류,노지온주,제주항,951.36
20180114,감귤류,노지온주,서귀포항,895.73
20180114,감귤류,노지온주,한림항,184.32
20180114,감귤류,노지온주,애월항,104.4
20180114,감귤류,노지온주,성산항,294.9
20180115,감귤류,노지온주,제주공항,25.82
20180115,감귤류,노지온주,제주항,975.35
20180115,감귤류,노지온주,서귀포항,974.93
20180115,감귤류,노지온주,한림항,166.21
20180115,감귤류,노지온주,애월항,110.53
20180115,감귤류,노지온주,성산항,352.49
20180116,감귤류,노지온주,제주공항,21.57
20180116,감귤류,노지온주,제주항,950.08
20180116,감귤류,노지온주,서귀포항,843.64
20180116,감귤류,노지온주,한림항,186.05
20180116,감귤류,노지온주,애월항,185.49
20180116,감귤류,노지온주,성산항,365.06
20180117,감귤류,노지온주,제주공항,15.85
20180117,감귤류,노지온주,제주항,1022.31
20180117,감귤류,노지온주,서귀포항,1016.63
20180117,감귤류,노지온주,한림항,164.74
20180117,감귤류,노지온주,애월항,102.43
20180117,감귤류,노지온주,성산항,386.63
20180118,감귤류,노지온주,제주공항,7.86
20180118,감귤류,노지온주,제주항,825.4
20180118,감귤류,노지온주,서귀포항,1005.48
20180118,감귤류,노지온주,한림항,178.31
20180118,감귤류,노지온주,애월항,91.75
20180118,감귤류,노지온주,성산항,345.28
20180119,감귤류,노지온주,제주공항,19.59
20180119,감귤류,노지온주,제주항,478.47
20180119,감귤류,노지온주,서귀포항,350.57
20180119,감귤류,노지온주,한림항,0
20180119,감귤류,노지온주,애월항,0
20180119,감귤류,노지온주,성산항,0
20180120,감귤류,노지온주,제주공항,6.77
20180120,감귤류,노지온주,제주항,516.65
20180120,감귤류,노지온주,서귀포항,1145.52
20180120,감귤류,노지온주,한림항,206.18
20180120,감귤류,노지온주,애월항,190.69
20180120,감귤류,노지온주,성산항,506.22
20180121,감귤류,노지온주,제주공항,6.4
20180121,감귤류,노지온주,제주항,867.09
20180121,감귤류,노지온주,서귀포항,907
20180121,감귤류,노지온주,한림항,198.84
20180121,감귤류,노지온주,애월항,116.01
20180121,감귤류,노지온주,성산항,381.4
20180122,감귤류,노지온주,제주공항,11.87
20180122,감귤류,노지온주,제주항,658.11
20180122,감귤류,노지온주,서귀포항,1050.29
20180122,감귤류,노지온주,한림항,160.7
20180122,감귤류,노지온주,애월항,91.36
20180122,감귤류,노지온주,성산항,391.64
20180123,감귤류,노지온주,제주공항,3.21
20180123,감귤류,노지온주,제주항,582.45
20180123,감귤류,노지온주,서귀포항,760.41
20180123,감귤류,노지온주,한림항,192.98
20180123,감귤류,노지온주,애월항,87.6
20180123,감귤류,노지온주,성산항,248.46
20180124,감귤류,노지온주,제주공항,1.56
20180124,감귤류,노지온주,제주항,405.4
20180124,감귤류,노지온주,서귀포항,632.8
20180124,감귤류,노지온주,한림항,99.05
20180124,감귤류,노지온주,애월항,145.98
20180124,감귤류,노지온주,성산항,227.13
20180125,감귤류,노지온주,제주공항,3.73
20180125,감귤류,노지온주,제주항,409.81
20180125,감귤류,노지온주,서귀포항,551.47
20180125,감귤류,노지온주,한림항,122.5
20180125,감귤류,노지온주,애월항,35.61
20180125,감귤류,노지온주,성산항,195.27
20180126,감귤류,노지온주,제주공항,11.38
20180126,감귤류,노지온주,제주항,208.44
20180126,감귤류,노지온주,서귀포항,120.89
20180126,감귤류,노지온주,한림항,0
20180126,감귤류,노지온주,애월항,0
20180126,감귤류,노지온주,성산항,0
20180127,감귤류,노지온주,제주공항,8.09
20180127,감귤류,노지온주,제주항,295.73
20180127,감귤류,노지온주,서귀포항,737.47
20180127,감귤류,노지온주,한림항,100.7
20180127,감귤류,노지온주,애월항,26.97
20180127,감귤류,노지온주,성산항,335.27
20180128,감귤류,노지온주,제주공항,5.53
20180128,감귤류,노지온주,제주항,516.26
20180128,감귤류,노지온주,서귀포항,778.13
20180128,감귤류,노지온주,한림항,121.82
20180128,감귤류,노지온주,애월항,111.14
20180128,감귤류,노지온주,성산항,225.57
20180129,감귤류,노지온주,제주공항,5.5
20180129,감귤류,노지온주,제주항,449.4
20180129,감귤류,노지온주,서귀포항,731.91
20180129,감귤류,노지온주,한림항,119.23
20180129,감귤류,노지온주,애월항,53.98
20180129,감귤류,노지온주,성산항,261.34
20180130,감귤류,노지온주,제주공항,9.77
20180130,감귤류,노지온주,제주항,464.35
20180130,감귤류,노지온주,서귀포항,736.94
20180130,감귤류,노지온주,한림항,92.29
20180130,감귤류,노지온주,애월항,121.5
20180130,감귤류,노지온주,성산항,271.27
20180131,감귤류,노지온주,제주공항,12.05
20180131,감귤류,노지온주,제주항,418.63
20180131,감귤류,노지온주,서귀포항,810.64
20180131,감귤류,노지온주,한림항,130.43
20180131,감귤류,노지온주,애월항,54.45
20180131,감귤류,노지온주,성산항,284.6
20180201,감귤류,노지온주,제주공항,13.54
20180201,감귤류,노지온주,제주항,473.55
20180201,감귤류,노지온주,서귀포항,840.73
20180201,감귤류,노지온주,한림항,128.75
20180201,감귤류,노지온주,애월항,58.94
20180201,감귤류,노지온주,성산항,253.61
20180202,감귤류,노지온주,제주공항,3.07
20180202,감귤류,노지온주,제주항,236.46
20180202,감귤류,노지온주,서귀포항,123.65
20180202,감귤류,노지온주,한림항,0
20180202,감귤류,노지온주,애월항,0
20180202,감귤류,노지온주,성산항,0
20180203,감귤류,노지온주,제주공항,6.35
20180203,감귤류,노지온주,제주항,360.82
20180203,감귤류,노지온주,서귀포항,733.75
20180203,감귤류,노지온주,한림항,165.36
20180203,감귤류,노지온주,애월항,135.74
20180203,감귤류,노지온주,성산항,338.19
20180204,감귤류,노지온주,제주공항,1.41
20180204,감귤류,노지온주,제주항,337.3
20180204,감귤류,노지온주,서귀포항,639.82
20180204,감귤류,노지온주,한림항,163.98
20180204,감귤류,노지온주,애월항,71.73
20180204,감귤류,노지온주,성산항,261.76
20180205,감귤류,노지온주,제주공항,3.3
20180205,감귤류,노지온주,제주항,354.06
20180205,감귤류,노지온주,서귀포항,582.49
20180205,감귤류,노지온주,한림항,95.89
20180205,감귤류,노지온주,애월항,42.76
20180205,감귤류,노지온주,성산항,179.31
20180206,감귤류,노지온주,제주공항,1.66
20180206,감귤류,노지온주,제주항,264.53
20180206,감귤류,노지온주,서귀포항,518.91
20180206,감귤류,노지온주,한림항,133.92
20180206,감귤류,노지온주,애월항,57.5
20180206,감귤류,노지온주,성산항,178.45
20180207,감귤류,노지온주,제주공항,0
20180207,감귤류,노지온주,제주항,293.69
20180207,감귤류,노지온주,서귀포항,544.39
20180207,감귤류,노지온주,한림항,120.54
20180207,감귤류,노지온주,애월항,89.71
20180207,감귤류,노지온주,성산항,238.55
20180208,감귤류,노지온주,제주공항,0
20180208,감귤류,노지온주,제주항,409.12
20180208,감귤류,노지온주,서귀포항,733.01
20180208,감귤류,노지온주,한림항,141.62
20180208,감귤류,노지온주,애월항,59.86
20180208,감귤류,노지온주,성산항,278.75
20180209,감귤류,노지온주,제주공항,0
20180209,감귤류,노지온주,제주항,290.5
20180209,감귤류,노지온주,서귀포항,311.35
20180209,감귤류,노지온주,한림항,0
20180209,감귤류,노지온주,애월항,0
20180209,감귤류,노지온주,성산항,12.84
20180210,감귤류,노지온주,제주공항,0.6
20180210,감귤류,노지온주,제주항,394.61
20180210,감귤류,노지온주,서귀포항,727.37
20180210,감귤류,노지온주,한림항,157.27
20180210,감귤류,노지온주,애월항,142.15
20180210,감귤류,노지온주,성산항,438.29
20180211,감귤류,노지온주,제주공항,0
20180211,감귤류,노지온주,제주항,505.99
20180211,감귤류,노지온주,서귀포항,1086.15
20180211,감귤류,노지온주,한림항,228.3
20180211,감귤류,노지온주,애월항,198.01
20180211,감귤류,노지온주,성산항,430.54
20180212,감귤류,노지온주,제주공항,0
20180212,감귤류,노지온주,제주항,671.56
20180212,감귤류,노지온주,서귀포항,962.15
20180212,감귤류,노지온주,한림항,197.96
20180212,감귤류,노지온주,애월항,144.88
20180212,감귤류,노지온주,성산항,381.59
20180213,감귤류,노지온주,제주공항,5.94
20180213,감귤류,노지온주,제주항,334.12
20180213,감귤류,노지온주,서귀포항,616.73
20180213,감귤류,노지온주,한림항,181.93
20180213,감귤류,노지온주,애월항,109.2
20180213,감귤류,노지온주,성산항,85.09
20180214,감귤류,노지온주,제주공항,1.33
20180214,감귤류,노지온주,제주항,65.33
20180214,감귤류,노지온주,서귀포항,158.19
20180214,감귤류,노지온주,한림항,0
20180214,감귤류,노지온주,애월항,0
20180214,감귤류,노지온주,성산항,0
20180215,감귤류,노지온주,제주공항,0
20180215,감귤류,노지온주,제주항,0
20180215,감귤류,노지온주,서귀포항,0
20180215,감귤류,노지온주,한림항,0
20180215,감귤류,노지온주,애월항,0
20180215,감귤류,노지온주,성산항,0
20180216,감귤류,노지온주,제주공항,0
20180216,감귤류,노지온주,제주항,0
20180216,감귤류,노지온주,서귀포항,0
20180216,감귤류,노지온주,한림항,0
20180216,감귤류,노지온주,애월항,0
20180216,감귤류,노지온주,성산항,0
20180217,감귤류,노지온주,제주공항,0.12
20180217,감귤류,노지온주,제주항,0
20180217,감귤류,노지온주,서귀포항,0
20180217,감귤류,노지온주,한림항,0
20180217,감귤류,노지온주,애월항,0
20180217,감귤류,노지온주,성산항,0
20180218,감귤류,노지온주,제주공항,0.8
20180218,감귤류,노지온주,제주항,169.68
20180218,감귤류,노지온주,서귀포항,136.73
20180218,감귤류,노지온주,한림항,43.04
20180218,감귤류,노지온주,애월항,23.25
20180218,감귤류,노지온주,성산항,72.8
20180219,감귤류,노지온주,제주공항,0
20180219,감귤류,노지온주,제주항,123.29
20180219,감귤류,노지온주,서귀포항,409.08
20180219,감귤류,노지온주,한림항,36.4
20180219,감귤류,노지온주,애월항,55.69
20180219,감귤류,노지온주,성산항,106.42
20180220,감귤류,노지온주,제주공항,2.3
20180220,감귤류,노지온주,제주항,171.24
20180220,감귤류,노지온주,서귀포항,381.03
20180220,감귤류,노지온주,한림항,43.18
20180220,감귤류,노지온주,애월항,30.05
20180220,감귤류,노지온주,성산항,80.9
20180221,감귤류,노지온주,제주공항,0
20180221,감귤류,노지온주,제주항,189.82
20180221,감귤류,노지온주,서귀포항,237.83
20180221,감귤류,노지온주,한림항,46.68
20180221,감귤류,노지온주,애월항,63.39
20180221,감귤류,노지온주,성산항,85.32
20180222,감귤류,노지온주,제주공항,0
20180222,감귤류,노지온주,제주항,149.24
20180222,감귤류,노지온주,서귀포항,244.34
20180222,감귤류,노지온주,한림항,45.92
20180222,감귤류,노지온주,애월항,28.9
20180222,감귤류,노지온주,성산항,63.65
20180223,감귤류,노지온주,제주공항,0
20180223,감귤류,노지온주,제주항,35.7
20180223,감귤류,노지온주,서귀포항,44.88
20180223,감귤류,노지온주,한림항,0
20180223,감귤류,노지온주,애월항,0
20180223,감귤류,노지온주,성산항,0
20180224,감귤류,노지온주,제주공항,0
20180224,감귤류,노지온주,제주항,33.51
20180224,감귤류,노지온주,서귀포항,240.71
20180224,감귤류,노지온주,한림항,39.55
20180224,감귤류,노지온주,애월항,31.99
20180224,감귤류,노지온주,성산항,64.62
20180225,감귤류,노지온주,제주공항,0
20180225,감귤류,노지온주,제주항,143.64
20180225,감귤류,노지온주,서귀포항,211.18
20180225,감귤류,노지온주,한림항,45.4
20180225,감귤류,노지온주,애월항,15.72
20180225,감귤류,노지온주,성산항,40.53
20180226,감귤류,노지온주,제주공항,0
20180226,감귤류,노지온주,제주항,63.97
20180226,감귤류,노지온주,서귀포항,168.64
20180226,감귤류,노지온주,한림항,29.71
20180226,감귤류,노지온주,애월항,2.98
20180226,감귤류,노지온주,성산항,40.67
20180227,감귤류,노지온주,제주공항,0
20180227,감귤류,노지온주,제주항,61.79
20180227,감귤류,노지온주,서귀포항,218.91
20180227,감귤류,노지온주,한림항,36.1
20180227,감귤류,노지온주,애월항,3.33
20180227,감귤류,노지온주,성산항,32.9
20180228,감귤류,노지온주,제주공항,0
20180228,감귤류,노지온주,제주항,52.84
20180228,감귤류,노지온주,서귀포항,157.42
20180228,감귤류,노지온주,한림항,17.97
20180228,감귤류,노지온주,애월항,6.38
20180228,감귤류,노지온주,성산항,15.06
20180301,감귤류,노지온주,제주공항,0
20180301,감귤류,노지온주,제주항,51.48
20180301,감귤류,노지온주,서귀포항,127.86
20180301,감귤류,노지온주,한림항,33.42
20180301,감귤류,노지온주,애월항,4.55
20180301,감귤류,노지온주,성산항,34.52
20180302,감귤류,노지온주,제주공항,0
20180302,감귤류,노지온주,제주항,23.75
20180302,감귤류,노지온주,서귀포항,60.05
20180302,감귤류,노지온주,한림항,0
20180302,감귤류,노지온주,애월항,0
20180302,감귤류,노지온주,성산항,0
20180303,감귤류,노지온주,제주공항,1.49
20180303,감귤류,노지온주,제주항,48.85
20180303,감귤류,노지온주,서귀포항,121.48
20180303,감귤류,노지온주,한림항,32.15
20180303,감귤류,노지온주,애월항,3.37
20180303,감귤류,노지온주,성산항,25.02
20180304,감귤류,노지온주,제주공항,3
20180304,감귤류,노지온주,제주항,42.51
20180304,감귤류,노지온주,서귀포항,136.3
20180304,감귤류,노지온주,한림항,34.98
20180304,감귤류,노지온주,애월항,11.26
20180304,감귤류,노지온주,성산항,12.43
20180305,감귤류,노지온주,제주공항,0
20180305,감귤류,노지온주,제주항,45.38
20180305,감귤류,노지온주,서귀포항,122.22
20180305,감귤류,노지온주,한림항,17.09
20180305,감귤류,노지온주,애월항,3.9
20180305,감귤류,노지온주,성산항,20.77
20180306,감귤류,노지온주,제주공항,2.32
20180306,감귤류,노지온주,제주항,19.59
20180306,감귤류,노지온주,서귀포항,94.35
20180306,감귤류,노지온주,한림항,22.67
20180306,감귤류,노지온주,애월항,0
20180306,감귤류,노지온주,성산항,11.39
20180307,감귤류,노지온주,제주공항,2.06
20180307,감귤류,노지온주,제주항,37.76
20180307,감귤류,노지온주,서귀포항,59.55
20180307,감귤류,노지온주,한림항,10.76
20180307,감귤류,노지온주,애월항,0
20180307,감귤류,노지온주,성산항,12.67
20180308,감귤류,노지온주,제주공항,0
20180308,감귤류,노지온주,제주항,20.36
20180308,감귤류,노지온주,서귀포항,48.1
20180308,감귤류,노지온주,한림항,7.45
20180308,감귤류,노지온주,애월항,0
20180308,감귤류,노지온주,성산항,14.05
20180309,감귤류,노지온주,제주공항,1.53
20180309,감귤류,노지온주,제주항,19.55
20180309,감귤류,노지온주,서귀포항,56.02
20180309,감귤류,노지온주,한림항,0
20180309,감귤류,노지온주,애월항,0
20180309,감귤류,노지온주,성산항,0
20180310,감귤류,노지온주,제주공항,0
20180310,감귤류,노지온주,제주항,26
20180310,감귤류,노지온주,서귀포항,31.29
20180310,감귤류,노지온주,한림항,7.96
20180310,감귤류,노지온주,애월항,0
20180310,감귤류,노지온주,성산항,17.59
20180311,감귤류,노지온주,제주공항,2.16
20180311,감귤류,노지온주,제주항,21.96
20180311,감귤류,노지온주,서귀포항,37.38
20180311,감귤류,노지온주,한림항,15.93
20180311,감귤류,노지온주,애월항,1.29
20180311,감귤류,노지온주,성산항,44.33
20180312,감귤류,노지온주,제주공항,1.51
20180312,감귤류,노지온주,제주항,30.54
20180312,감귤류,노지온주,서귀포항,2.2
20180312,감귤류,노지온주,한림항,3.47
20180312,감귤류,노지온주,애월항,1.11
20180312,감귤류,노지온주,성산항,12.57
20180313,감귤류,노지온주,제주공항,1.91
20180313,감귤류,노지온주,제주항,25.48
20180313,감귤류,노지온주,서귀포항,39.61
20180313,감귤류,노지온주,한림항,11.36
20180313,감귤류,노지온주,애월항,0
20180313,감귤류,노지온주,성산항,3.53
20180314,감귤류,노지온주,제주공항,1.47
20180314,감귤류,노지온주,제주항,17.02
20180314,감귤류,노지온주,서귀포항,7.06
20180314,감귤류,노지온주,한림항,6.12
20180314,감귤류,노지온주,애월항,0
20180314,감귤류,노지온주,성산항,7.61
20180315,감귤류,노지온주,제주공항,1.65
20180315,감귤류,노지온주,제주항,14.58
20180315,감귤류,노지온주,서귀포항,0
20180315,감귤류,노지온주,한림항,17.5
20180315,감귤류,노지온주,애월항,0
20180315,감귤류,노지온주,성산항,5.97
20180316,감귤류,노지온주,제주공항,1.12
20180316,감귤류,노지온주,제주항,0
20180316,감귤류,노지온주,서귀포항,0
20180316,감귤류,노지온주,한림항,0
20180316,감귤류,노지온주,애월항,0
20180316,감귤류,노지온주,성산항,0
20180317,감귤류,노지온주,제주공항,0
20180317,감귤류,노지온주,제주항,0
20180317,감귤류,노지온주,서귀포항,3.26
20180317,감귤류,노지온주,한림항,0
20180317,감귤류,노지온주,애월항,0
20180317,감귤류,노지온주,성산항,3.66
20180318,감귤류,노지온주,제주공항,1.78
20180318,감귤류,노지온주,제주항,11.08
20180318,감귤류,노지온주,서귀포항,1.5
20180318,감귤류,노지온주,한림항,0
20180318,감귤류,노지온주,애월항,0
20180318,감귤류,노지온주,성산항,10.78
20180319,감귤류,노지온주,제주공항,1.38
20180319,감귤류,노지온주,제주항,8.91
20180319,감귤류,노지온주,서귀포항,0
20180319,감귤류,노지온주,한림항,3.79
20180319,감귤류,노지온주,애월항,0
20180319,감귤류,노지온주,성산항,0
20180320,감귤류,노지온주,제주공항,1.42
20180320,감귤류,노지온주,제주항,0
20180320,감귤류,노지온주,서귀포항,0
20180320,감귤류,노지온주,한림항,0
20180320,감귤류,노지온주,애월항,0
20180320,감귤류,노지온주,성산항,0
20180321,감귤류,노지온주,제주공항,2.27
20180321,감귤류,노지온주,제주항,1.68
20180321,감귤류,노지온주,서귀포항,1.25
20180321,감귤류,노지온주,한림항,0
20180321,감귤류,노지온주,애월항,0
20180321,감귤류,노지온주,성산항,0
20180322,감귤류,노지온주,제주공항,2.13
20180322,감귤류,노지온주,제주항,0
20180322,감귤류,노지온주,서귀포항,0
20180322,감귤류,노지온주,한림항,0
20180322,감귤류,노지온주,애월항,0
20180322,감귤류,노지온주,성산항,0
20180323,감귤류,노지온주,제주공항,0
20180323,감귤류,노지온주,제주항,5.62
20180323,감귤류,노지온주,서귀포항,0
20180323,감귤류,노지온주,한림항,0
20180323,감귤류,노지온주,애월항,0
20180323,감귤류,노지온주,성산항,0
20180324,감귤류,노지온주,제주공항,0
20180324,감귤류,노지온주,제주항,0.4
20180324,감귤류,노지온주,서귀포항,5.27
20180324,감귤류,노지온주,한림항,0
20180324,감귤류,노지온주,애월항,0
20180324,감귤류,노지온주,성산항,0
20180325,감귤류,노지온주,제주공항,0
20180325,감귤류,노지온주,제주항,8.93
20180325,감귤류,노지온주,서귀포항,0
20180325,감귤류,노지온주,한림항,0
20180325,감귤류,노지온주,애월항,0
20180325,감귤류,노지온주,성산항,0
20180326,감귤류,노지온주,제주공항,0
20180326,감귤류,노지온주,제주항,0
20180326,감귤류,노지온주,서귀포항,4.53
20180326,감귤류,노지온주,한림항,0
20180326,감귤류,노지온주,애월항,0
20180326,감귤류,노지온주,성산항,0
20180327,감귤류,노지온주,제주공항,0
20180327,감귤류,노지온주,제주항,0
20180327,감귤류,노지온주,서귀포항,1.16
20180327,감귤류,노지온주,한림항,0
20180327,감귤류,노지온주,애월항,0
20180327,감귤류,노지온주,성산항,0
20180328,감귤류,노지온주,제주공항,0
20180328,감귤류,노지온주,제주항,0.32
20180328,감귤류,노지온주,서귀포항,2.76
20180328,감귤류,노지온주,한림항,0
20180328,감귤류,노지온주,애월항,0
20180328,감귤류,노지온주,성산항,0
20180329,감귤류,노지온주,제주공항,0
20180329,감귤류,노지온주,제주항,0.99
20180329,감귤류,노지온주,서귀포항,0
20180329,감귤류,노지온주,한림항,0
20180329,감귤류,노지온주,애월항,0
20180329,감귤류,노지온주,성산항,0
20180330,감귤류,노지온주,제주공항,0
20180330,감귤류,노지온주,제주항,0
20180330,감귤류,노지온주,서귀포항,0
20180330,감귤류,노지온주,한림항,0
20180330,감귤류,노지온주,애월항,0
20180330,감귤류,노지온주,성산항,0
20180331,감귤류,노지온주,제주공항,0
20180331,감귤류,노지온주,제주항,0
20180331,감귤류,노지온주,서귀포항,0
20180331,감귤류,노지온주,한림항,0
20180331,감귤류,노지온주,애월항,0
20180331,감귤류,노지온주,성산항,0
20180401,감귤류,노지온주,제주공항,0
20180401,감귤류,노지온주,제주항,0
20180401,감귤류,노지온주,서귀포항,0
20180401,감귤류,노지온주,한림항,0
20180401,감귤류,노지온주,애월항,0
20180401,감귤류,노지온주,성산항,0
20180402,감귤류,노지온주,제주공항,0
20180402,감귤류,노지온주,제주항,0
20180402,감귤류,노지온주,서귀포항,0
20180402,감귤류,노지온주,한림항,0
20180402,감귤류,노지온주,애월항,0
20180402,감귤류,노지온주,성산항,0
20180403,감귤류,노지온주,제주공항,0
20180403,감귤류,노지온주,제주항,0
20180403,감귤류,노지온주,서귀포항,0
20180403,감귤류,노지온주,한림항,0
20180403,감귤류,노지온주,애월항,0
20180403,감귤류,노지온주,성산항,0
20180404,감귤류,노지온주,제주공항,0
20180404,감귤류,노지온주,제주항,0
20180404,감귤류,노지온주,서귀포항,0
20180404,감귤류,노지온주,한림항,0
20180404,감귤류,노지온주,애월항,0
20180404,감귤류,노지온주,성산항,0
20180405,감귤류,노지온주,제주공항,0
20180405,감귤류,노지온주,제주항,0
20180405,감귤류,노지온주,서귀포항,0
20180405,감귤류,노지온주,한림항,0
20180405,감귤류,노지온주,애월항,0
20180405,감귤류,노지온주,성산항,0
20180406,감귤류,노지온주,제주공항,0
20180406,감귤류,노지온주,제주항,0
20180406,감귤류,노지온주,서귀포항,0
20180406,감귤류,노지온주,한림항,0
20180406,감귤류,노지온주,애월항,0
20180406,감귤류,노지온주,성산항,0
20180407,감귤류,노지온주,제주공항,0
20180407,감귤류,노지온주,제주항,0
20180407,감귤류,노지온주,서귀포항,0
20180407,감귤류,노지온주,한림항,0
20180407,감귤류,노지온주,애월항,0
20180407,감귤류,노지온주,성산항,0
20180408,감귤류,노지온주,제주공항,0
20180408,감귤류,노지온주,제주항,0
20180408,감귤류,노지온주,서귀포항,0
20180408,감귤류,노지온주,한림항,0
20180408,감귤류,노지온주,애월항,0
20180408,감귤류,노지온주,성산항,0
20180409,감귤류,노지온주,제주공항,0
20180409,감귤류,노지온주,제주항,0
20180409,감귤류,노지온주,서귀포항,0
20180409,감귤류,노지온주,한림항,0
20180409,감귤류,노지온주,애월항,0
20180409,감귤류,노지온주,성산항,0
20180410,감귤류,노지온주,제주공항,0
20180410,감귤류,노지온주,제주항,0
20180410,감귤류,노지온주,서귀포항,0
20180410,감귤류,노지온주,한림항,0
20180410,감귤류,노지온주,애월항,0
20180410,감귤류,노지온주,성산항,0
20180411,감귤류,노지온주,제주공항,0
20180411,감귤류,노지온주,제주항,0
20180411,감귤류,노지온주,서귀포항,0
20180411,감귤류,노지온주,한림항,0
20180411,감귤류,노지온주,애월항,0
20180411,감귤류,노지온주,성산항,0
20180412,감귤류,노지온주,제주공항,0
20180412,감귤류,노지온주,제주항,0
20180412,감귤류,노지온주,서귀포항,0
20180412,감귤류,노지온주,한림항,0
20180412,감귤류,노지온주,애월항,0
20180412,감귤류,노지온주,성산항,0
20180413,감귤류,노지온주,제주공항,0
20180413,감귤류,노지온주,제주항,0
20180413,감귤류,노지온주,서귀포항,0
20180413,감귤류,노지온주,한림항,0
20180413,감귤류,노지온주,애월항,0
20180413,감귤류,노지온주,성산항,0
20180414,감귤류,노지온주,제주공항,0
20180414,감귤류,노지온주,제주항,0
20180414,감귤류,노지온주,서귀포항,0
20180414,감귤류,노지온주,한림항,0
20180414,감귤류,노지온주,애월항,0
20180414,감귤류,노지온주,성산항,0
20180415,감귤류,노지온주,제주공항,0
20180415,감귤류,노지온주,제주항,0
20180415,감귤류,노지온주,서귀포항,0
20180415,감귤류,노지온주,한림항,0
20180415,감귤류,노지온주,애월항,0
20180415,감귤류,노지온주,성산항,0
20180416,감귤류,노지온주,제주공항,0
20180416,감귤류,노지온주,제주항,0
20180416,감귤류,노지온주,서귀포항,0
20180416,감귤류,노지온주,한림항,0
20180416,감귤류,노지온주,애월항,0
20180416,감귤류,노지온주,성산항,0
20180417,감귤류,노지온주,제주공항,0
20180417,감귤류,노지온주,제주항,0
20180417,감귤류,노지온주,서귀포항,0
20180417,감귤류,노지온주,한림항,0
20180417,감귤류,노지온주,애월항,0
20180417,감귤류,노지온주,성산항,0
